63,68 ;17,37 ;48,43 ;53 ;58 ;
63,68 ;17,37 ;48,43 ;53 ;58 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,43 ;53 ;58,06 ;
63,75 ;17,37 ;48,5 ;53 ;58,06 ;
63,81 ;17,37 ;48,5 ;53 ;58,06 ;
63,81 ;17,37 ;48,5 ;53 ;58,12 ;
63,81 ;17,37 ;48,5 ;53 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,06 ;
63,81 ;17,37 ;48,5 ;52,87 ;58,06 ;
63,81 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,43 ;52,87 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,93 ;58,12 ;
63,81 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,12 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,93 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,93 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,93 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,93 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,93 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,93 ;17,37 ;48,5 ;52,87 ;58,18 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,87 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,87 ;17,37 ;48,43 ;52,81 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,87 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,31 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,37 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,81 ;58,25 ;
63,93 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,81 ;58,25 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
64 ;17,31 ;48,5 ;52,75 ;58,31 ;
63,93 ;17,31 ;48,56 ;52,75 ;58,31 ;
63,93 ;17,31 ;48,56 ;52,75 ;58,31 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,31 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,31 ;
63,93 ;17,31 ;48,56 ;52,75 ;58,31 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
63,93 ;17,31 ;48,5 ;52,75 ;58,37 ;
